,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
346,347,20,RL,69.0,12772,Pave,0.6666666666666666,Lvl,1.0,CulDSac,1.0,NAmes,Norm,Norm,1Fam,1Story,0.5555555555555556,0.7777777777777778,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,0.5,0.75,CBlock,0.5,0.5,0.3333333333333333,0.6,498,0.0,0,460,958,GasA,0.5,1.0,SBrkr,958,0,0,958,0,0,1,0,2,1,0.5,5,Typ,0,-1.0,Attchd,1960.0,0.5,1,301,0.5,0.5,Y,0,0,0,0,0,0,15500,4,2007,WD,Normal,151500
347,348,20,RL,69.0,17600,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,NAmes,Norm,Norm,1Fam,1Story,0.5555555555555556,0.4444444444444444,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.6,1270,0.0,0,208,1478,GasA,1.0,1.0,FuseA,1478,0,0,1478,1,0,2,0,3,1,0.5,6,Typ,2,0.75,Attchd,1960.0,0.0,2,498,0.5,0.5,Y,0,40,0,0,0,0,0,12,2009,WD,Normal,157500
348,349,160,RL,36.0,2448,Pave,1.0,Lvl,1.0,Inside,1.0,NridgHt,Norm,Norm,Twnhs,2Story,0.6666666666666666,0.4444444444444444,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,0.75,0.5,PConc,0.75,0.5,0.0,1.0,573,0.0,0,191,764,GasA,1.0,1.0,SBrkr,764,862,0,1626,1,0,2,1,2,1,0.75,6,Typ,0,-1.0,BuiltIn,2003.0,0.5,2,474,0.5,0.5,Y,0,27,0,0,0,0,0,10,2008,WD,Normal,154000
349,350,60,RL,56.0,20431,Pave,0.3333333333333333,Lvl,1.0,Inside,1.0,NridgHt,Norm,Norm,1Fam,2Story,0.8888888888888888,0.4444444444444444,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,1.0,0.5,PConc,1.0,0.5,0.0,1.0,1410,0.0,0,438,1848,GasA,1.0,1.0,SBrkr,1848,880,0,2728,1,0,2,1,4,1,1.0,10,Typ,2,1.0,Attchd,2006.0,1.0,3,706,0.5,0.5,Y,0,0,0,0,0,0,0,4,2006,New,Partial,437154
350,351,120,RL,68.0,7820,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,NridgHt,Norm,Norm,TwnhsE,1Story,0.8888888888888888,0.4444444444444444,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,1.0,0.5,PConc,1.0,0.5,0.0,0.0,0,0.0,0,1869,1869,GasA,1.0,1.0,SBrkr,1869,0,0,1869,0,0,2,0,2,1,1.0,6,Typ,1,0.75,Attchd,2007.0,0.5,2,617,0.5,0.5,Y,210,54,0,0,0,0,0,12,2007,New,Partial,318061
351,352,120,RL,69.0,5271,Pave,0.6666666666666666,Low,1.0,Inside,0.5,ClearCr,Norm,Norm,1Fam,1Story,0.6666666666666666,0.4444444444444444,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.5,0.5,PConc,0.75,0.5,1.0,1.0,1082,0.0,0,371,1453,GasA,0.75,1.0,SBrkr,1453,0,0,1453,1,0,1,1,2,1,0.75,6,Typ,1,0.5,Attchd,1986.0,0.5,2,445,0.5,0.5,Y,0,80,0,0,184,0,0,12,2006,WD,Abnorml,190000
352,353,50,RL,60.0,9084,Pave,1.0,Lvl,1.0,Inside,1.0,Edwards,Artery,Norm,1Fam,1.5Fin,0.4444444444444444,0.5555555555555556,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.5,0.5,CBlock,0.5,0.25,0.3333333333333333,0.2,236,0.4,380,0,616,GasA,0.5,0.0,SBrkr,616,495,0,1111,0,1,1,0,3,1,0.5,5,Typ,0,-1.0,Detchd,1941.0,0.0,1,200,0.5,0.25,Y,48,0,0,0,0,0,0,3,2008,ConLw,Normal,95000
353,354,30,RM,60.0,8520,Pave,1.0,Lvl,1.0,Inside,1.0,OldTown,Norm,Norm,1Fam,1Story,0.5555555555555556,0.7777777777777778,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.5,0.75,BrkTil,0.5,0.5,0.0,0.0,0,0.0,0,624,624,GasA,0.75,1.0,SBrkr,720,0,0,720,0,0,1,0,2,1,0.5,5,Typ,0,-1.0,Detchd,2005.0,0.0,2,484,0.5,0.5,Y,106,0,0,0,0,0,0,5,2010,WD,Normal,105900
354,355,50,RL,60.0,8400,Pave,1.0,Bnk,1.0,Inside,1.0,SWISU,Norm,Norm,1Fam,1.5Fin,0.5555555555555556,0.4444444444444444,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.2,388,0.0,0,552,940,GasA,1.0,1.0,SBrkr,1192,403,0,1595,0,0,1,0,2,1,0.5,6,Typ,2,0.75,Attchd,1940.0,0.0,1,240,0.5,0.5,Y,0,0,108,0,0,0,0,6,2006,WD,Normal,140000
355,356,20,RL,105.0,11249,Pave,0.3333333333333333,Lvl,1.0,Inside,1.0,CollgCr,Norm,Norm,1Fam,1Story,0.5555555555555556,0.4444444444444444,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.75,0.75,PConc,0.75,0.75,0.0,0.8,334,0.6,544,322,1200,GasA,1.0,1.0,SBrkr,1200,0,0,1200,1,0,2,0,3,1,0.75,6,Typ,0,-1.0,Attchd,1995.0,0.5,2,521,0.5,0.5,Y,0,26,0,0,0,0,0,8,2007,WD,Normal,177500
356,357,20,RL,69.0,9248,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,Gilbert,Norm,Norm,1Fam,1Story,0.5555555555555556,0.5555555555555556,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,0.5,0.5,PConc,0.75,0.5,0.0,1.0,560,0.0,0,598,1158,GasA,0.75,1.0,SBrkr,1167,0,0,1167,1,0,2,0,3,1,0.75,6,Typ,0,-1.0,Attchd,1992.0,0.5,2,400,0.5,0.5,Y,120,26,0,0,0,0,0,7,2009,WD,Normal,173000
357,358,120,RM,44.0,4224,Pave,1.0,Lvl,1.0,Inside,1.0,MeadowV,Norm,Norm,TwnhsE,1Story,0.4444444444444444,0.4444444444444444,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,0.5,0.5,PConc,0.75,0.5,0.0,0.8,874,0.0,0,268,1142,GasA,0.5,1.0,SBrkr,1142,0,0,1142,1,0,1,1,3,1,0.5,6,Typ,1,0.0,Attchd,1976.0,1.0,2,528,0.5,0.5,Y,536,90,0,0,0,0,0,8,2007,WD,Normal,134000
358,359,80,RL,92.0,6930,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,ClearCr,Norm,Norm,1Fam,SLvl,0.4444444444444444,0.3333333333333333,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,0.5,0.5,CBlock,0.5,0.5,0.6666666666666666,0.6,300,0.4,294,468,1062,GasA,1.0,1.0,FuseF,1352,0,0,1352,0,1,1,0,3,1,0.75,6,Min2,0,-1.0,BuiltIn,1958.0,0.0,1,288,0.5,0.5,Y,168,0,294,0,0,0,0,7,2006,WD,Abnorml,130000
359,360,60,RL,78.0,12011,Pave,0.6666666666666666,Lvl,1.0,CulDSac,1.0,NoRidge,Norm,Norm,1Fam,2Story,0.7777777777777778,0.4444444444444444,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,0.75,0.5,PConc,0.75,0.5,0.6666666666666666,1.0,956,0.0,0,130,1086,GasA,1.0,1.0,SBrkr,1086,838,0,1924,1,0,2,1,3,1,0.75,7,Typ,1,0.5,Attchd,1998.0,0.5,2,592,0.5,0.5,Y,208,75,0,0,374,0,0,6,2006,WD,Normal,280000
360,361,85,RL,69.0,7540,Pave,0.6666666666666666,Lvl,1.0,CulDSac,1.0,Mitchel,Norm,Norm,1Fam,SFoyer,0.5555555555555556,0.5555555555555556,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.5,0.5,CBlock,0.75,0.5,0.6666666666666666,1.0,773,0.0,0,115,888,GasA,1.0,1.0,SBrkr,912,0,0,912,1,0,1,0,2,1,0.5,5,Typ,1,0.5,Attchd,1978.0,0.5,2,470,0.5,0.5,Y,0,0,0,0,192,0,0,6,2007,WD,Normal,156000
361,362,50,RL,69.0,9144,Pave,1.0,Lvl,1.0,Inside,1.0,BrkSide,Norm,Norm,1Fam,1.5Fin,0.4444444444444444,0.4444444444444444,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.4,399,0.0,0,484,883,GasA,0.75,1.0,SBrkr,988,517,0,1505,1,0,1,0,3,1,0.5,8,Typ,0,-1.0,Detchd,1940.0,0.0,1,240,0.5,0.5,N,0,0,0,0,0,0,0,7,2008,WD,Normal,145000
362,363,85,RL,64.0,7301,Pave,1.0,Lvl,1.0,Corner,1.0,Edwards,Norm,Norm,1Fam,SFoyer,0.6666666666666666,0.4444444444444444,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,0.75,0.5,Slab,-1.0,-1.0,-1.0,-1.0,0,-1.0,0,0,0,GasA,1.0,1.0,SBrkr,495,1427,0,1922,0,0,3,0,4,1,0.75,7,Typ,1,1.0,BuiltIn,2003.0,0.5,2,672,0.5,0.5,Y,0,0,177,0,0,0,0,7,2009,ConLD,Normal,198500
363,364,160,RM,21.0,1680,Pave,1.0,Lvl,1.0,Inside,1.0,BrDale,Norm,Norm,Twnhs,2Story,0.5555555555555556,0.7777777777777778,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.8,162,0.0,0,321,483,GasA,0.75,1.0,SBrkr,483,504,0,987,0,0,1,1,2,1,0.75,5,Typ,0,-1.0,Detchd,1972.0,0.0,1,264,0.5,0.5,Y,250,0,0,0,0,0,0,5,2009,WD,Normal,118000
364,365,60,RL,69.0,18800,Pave,0.6666666666666666,Lvl,1.0,FR2,1.0,NWAmes,Norm,Norm,1Fam,2Story,0.5555555555555556,0.4444444444444444,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,0.5,0.5,PConc,0.75,0.5,0.3333333333333333,1.0,712,0.0,0,84,796,GasA,0.5,1.0,SBrkr,790,784,0,1574,1,0,2,1,3,1,0.5,6,Typ,1,0.5,Attchd,1976.0,1.0,2,566,0.5,0.5,Y,306,111,0,0,0,0,0,7,2006,WD,Normal,190000
365,366,70,RM,59.0,10690,Pave,1.0,Lvl,1.0,Inside,1.0,IDOTRR,Norm,Norm,1Fam,2Story,0.4444444444444444,0.6666666666666666,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,0.5,0.75,CBlock,0.5,0.25,0.0,0.4,456,0.0,0,216,672,GasA,0.75,1.0,FuseA,672,672,0,1344,0,0,1,0,3,1,0.5,6,Typ,0,-1.0,Detchd,1964.0,0.0,1,468,0.5,0.25,Y,0,128,218,0,0,0,0,7,2009,WD,Normal,147000
366,367,20,RL,69.0,9500,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,NAmes,Norm,Norm,1Fam,1Story,0.5555555555555556,0.4444444444444444,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,0.5,0.5,CBlock,0.75,0.5,0.0,0.6,609,0.0,0,785,1394,GasA,0.75,1.0,SBrkr,1394,0,0,1394,1,0,1,1,3,1,0.5,6,Typ,2,0.75,Attchd,1963.0,0.5,2,514,0.5,0.5,Y,0,76,0,0,185,0,0,7,2009,WD,Normal,159000
367,368,80,RL,101.0,9150,Pave,0.6666666666666666,Lvl,1.0,Corner,1.0,NAmes,Norm,Norm,1Fam,SLvl,0.5555555555555556,0.4444444444444444,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,0.5,0.5,CBlock,0.75,0.5,1.0,1.0,371,0.0,0,728,1099,GasA,0.75,1.0,SBrkr,1431,0,0,1431,0,1,1,0,3,1,0.5,6,Typ,1,0.75,Basment,1962.0,0.5,1,296,0.5,0.5,Y,64,110,0,0,0,0,0,12,2008,WD,Normal,165000
368,369,20,RL,78.0,7800,Pave,1.0,Lvl,1.0,Inside,1.0,NAmes,Norm,Norm,1Fam,1Story,0.4444444444444444,0.5555555555555556,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,0.5,0.5,PConc,0.5,0.5,0.0,0.2,540,0.0,0,728,1268,GasA,0.75,1.0,SBrkr,1268,0,0,1268,0,0,1,0,2,1,0.5,7,Typ,1,0.75,Attchd,1954.0,1.0,1,244,0.5,0.5,Y,0,98,0,0,0,0,0,3,2010,WD,Normal,132000
369,370,20,RL,69.0,9830,Pave,0.6666666666666666,Lvl,1.0,Corner,1.0,NAmes,Norm,Norm,1Fam,1Story,0.4444444444444444,0.6666666666666666,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.5,0.75,CBlock,0.5,0.5,0.0,0.8,72,0.4,258,733,1063,GasA,1.0,1.0,SBrkr,1287,0,0,1287,1,0,1,0,3,1,0.75,7,Typ,1,0.75,Detchd,1997.0,1.0,2,576,0.5,0.5,Y,364,17,0,0,182,0,0,3,2010,WD,Normal,162000
370,371,60,RL,69.0,8121,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,Gilbert,Norm,Norm,1Fam,2Story,0.5555555555555556,0.4444444444444444,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.5,0.5,PConc,0.75,0.5,0.0,0.0,0,0.0,0,953,953,GasA,1.0,1.0,SBrkr,953,711,0,1664,0,0,2,1,3,1,0.5,7,Typ,1,0.5,Attchd,2000.0,0.5,2,460,0.5,0.5,Y,100,40,0,0,0,0,0,1,2006,WD,Normal,172400
371,372,50,RL,80.0,17120,Pave,1.0,Lvl,1.0,Inside,1.0,ClearCr,Feedr,Norm,1Fam,1.5Fin,0.3333333333333333,0.3333333333333333,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,0.5,0.5,CBlock,-1.0,-1.0,-1.0,-1.0,0,-1.0,0,0,0,GasA,0.5,1.0,SBrkr,1120,468,0,1588,0,0,2,0,4,1,0.5,7,Min2,1,0.75,Detchd,1991.0,1.0,2,680,0.5,0.5,N,0,59,0,0,0,0,0,7,2008,WD,Normal,134432
372,373,120,RL,50.0,7175,Pave,1.0,Lvl,1.0,Inside,1.0,SawyerW,Norm,Norm,TwnhsE,1Story,0.5555555555555556,0.4444444444444444,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,0.5,0.5,CBlock,0.75,0.5,0.0,0.8,623,0.2,121,0,744,GasA,0.5,1.0,SBrkr,752,0,0,752,1,0,1,0,2,1,0.5,4,Typ,0,-1.0,Attchd,1984.0,0.0,1,264,0.5,0.5,Y,353,0,0,0,90,0,0,2,2010,WD,Normal,125000
373,374,20,RL,79.0,10634,Pave,1.0,Lvl,1.0,Inside,1.0,NAmes,Norm,Norm,1Fam,1Story,0.4444444444444444,0.5555555555555556,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.5,0.5,PConc,0.5,0.5,0.0,0.6,428,0.2,180,0,608,GasA,0.5,1.0,SBrkr,1319,0,0,1319,1,0,1,0,3,1,0.5,5,Min2,0,-1.0,Attchd,1953.0,0.0,1,270,0.5,0.5,Y,66,0,0,0,0,0,0,11,2009,WD,Normal,123000
374,375,60,RL,65.0,8200,Pave,1.0,Lvl,1.0,Inside,1.0,CollgCr,Norm,Norm,1Fam,2Story,0.6666666666666666,0.4444444444444444,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.75,0.5,PConc,0.75,0.5,0.0,0.0,0,0.0,0,847,847,GasA,1.0,1.0,SBrkr,847,1081,0,1928,0,0,2,1,4,1,0.75,8,Typ,1,0.75,BuiltIn,2003.0,1.0,2,434,0.5,0.5,Y,100,48,0,0,0,0,0,7,2007,WD,Normal,219500
375,376,30,RL,69.0,10020,Pave,0.6666666666666666,Low,1.0,Inside,0.0,Edwards,Norm,Norm,1Fam,1Story,0.0,0.0,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.25,0.25,BrkTil,0.25,0.0,1.0,0.6,350,0.0,0,333,683,GasA,0.75,0.0,FuseA,904,0,0,904,1,0,0,1,1,1,0.25,4,Maj1,0,-1.0,-1,-1.0,-1.0,0,0,-1.0,-1.0,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,61000
376,377,85,RL,57.0,8846,Pave,0.6666666666666666,Lvl,1.0,CulDSac,1.0,CollgCr,Norm,Norm,1Fam,SFoyer,0.4444444444444444,0.4444444444444444,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.75,0.5,PConc,0.75,0.5,0.6666666666666666,1.0,298,0.0,0,572,870,GasA,1.0,1.0,SBrkr,914,0,0,914,0,0,1,0,2,1,0.5,5,Typ,0,-1.0,Detchd,1998.0,0.0,2,576,0.5,0.5,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,148000
377,378,60,FV,102.0,11143,Pave,0.6666666666666666,Lvl,1.0,Corner,1.0,Somerst,Norm,Norm,1Fam,2Story,0.7777777777777778,0.4444444444444444,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,0.75,0.5,PConc,0.75,0.5,0.0,0.0,0,0.0,0,1580,1580,GasA,1.0,1.0,SBrkr,1580,886,0,2466,0,0,3,0,4,1,0.75,8,Typ,1,0.75,Attchd,2004.0,0.5,2,610,0.5,0.5,Y,159,214,0,0,0,0,0,12,2007,WD,Normal,340000
378,379,20,RL,88.0,11394,Pave,1.0,Lvl,1.0,Corner,1.0,StoneBr,Norm,Norm,1Fam,1Story,0.8888888888888888,0.1111111111111111,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,0.75,0.5,PConc,1.0,0.5,0.6666666666666666,1.0,1445,0.0,0,411,1856,GasA,1.0,1.0,SBrkr,1856,0,0,1856,1,0,1,1,1,1,1.0,8,Typ,1,1.0,Attchd,2010.0,1.0,3,834,0.5,0.5,Y,113,0,0,0,0,0,0,6,2010,New,Partial,394432
379,380,60,RL,60.0,8123,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,Gilbert,RRAn,Norm,1Fam,2Story,0.5555555555555556,0.4444444444444444,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,0.5,0.5,PConc,0.75,0.5,0.0,0.0,0,0.0,0,982,982,GasA,1.0,1.0,SBrkr,1007,793,0,1800,0,0,2,1,3,1,0.5,7,Typ,1,0.5,Attchd,2000.0,1.0,2,463,0.5,0.5,Y,100,63,0,0,0,0,0,6,2009,WD,Normal,179000
380,381,50,RL,50.0,5000,Pave,1.0,Lvl,1.0,Inside,1.0,SWISU,Norm,Norm,1Fam,1.5Fin,0.4444444444444444,0.5555555555555556,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,0.5,0.5,BrkTil,0.5,0.5,0.0,0.2,218,0.0,0,808,1026,GasA,0.5,1.0,SBrkr,1026,665,0,1691,0,0,2,0,3,1,0.75,6,Typ,1,0.75,Detchd,1924.0,0.0,1,308,0.5,0.5,Y,0,0,242,0,0,0,0,5,2010,WD,Normal,127000
381,382,20,FV,60.0,7200,Pave,1.0,Lvl,1.0,Inside,1.0,Somerst,Norm,Norm,1Fam,1Story,0.6666666666666666,0.4444444444444444,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.75,0.5,PConc,0.75,0.75,0.0,0.0,0,0.0,0,1293,1293,GasA,1.0,1.0,SBrkr,1301,0,0,1301,1,0,2,0,2,1,0.75,5,Typ,1,0.75,Attchd,2006.0,0.5,2,572,0.5,0.5,Y,216,121,0,0,0,0,0,8,2006,New,Partial,187750
382,383,60,RL,79.0,9245,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,CollgCr,Norm,Norm,1Fam,2Story,0.6666666666666666,0.4444444444444444,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.75,0.5,PConc,0.75,0.5,0.6666666666666666,0.0,0,0.0,0,939,939,GasA,1.0,1.0,SBrkr,939,858,0,1797,0,0,2,1,3,1,0.75,8,Typ,0,-1.0,Attchd,2006.0,0.5,2,639,0.5,0.5,Y,144,53,0,0,0,0,0,4,2007,WD,Normal,213500
383,384,45,RH,60.0,9000,Pave,1.0,Lvl,1.0,Corner,1.0,SawyerW,Norm,Norm,1Fam,1.5Unf,0.5555555555555556,0.2222222222222222,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,0.5,0.5,BrkTil,0.25,0.25,0.0,0.0,0,0.0,0,784,784,GasA,0.5,0.0,FuseA,784,0,0,784,0,0,1,0,2,1,0.5,5,Typ,0,-1.0,Detchd,1950.0,0.0,2,360,0.25,0.25,N,0,0,91,0,0,0,0,10,2009,WD,Normal,76000
384,385,60,RL,69.0,53107,Pave,0.3333333333333333,Low,1.0,Corner,0.5,ClearCr,Feedr,Norm,1Fam,2Story,0.5555555555555556,0.4444444444444444,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,0.75,0.5,PConc,0.75,0.5,0.6666666666666666,1.0,985,0.0,0,595,1580,GasA,1.0,1.0,SBrkr,1079,874,0,1953,1,0,2,1,3,1,0.75,9,Typ,2,0.25,Attchd,1992.0,1.0,2,501,0.5,0.5,Y,216,231,0,0,0,0,0,6,2007,WD,Normal,240000
385,386,120,RL,43.0,3182,Pave,1.0,Lvl,1.0,Inside,1.0,Blmngtn,Norm,Norm,TwnhsE,1Story,0.7777777777777778,0.4444444444444444,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,0.75,0.5,PConc,0.75,0.5,0.0,1.0,24,0.0,0,1232,1256,GasA,1.0,1.0,SBrkr,1269,0,0,1269,0,0,2,0,2,1,0.75,6,Typ,1,0.5,Attchd,2004.0,1.0,2,430,0.5,0.5,Y,146,20,0,0,144,0,0,4,2010,WD,Normal,192000
386,387,50,RL,58.0,8410,Pave,1.0,Lvl,1.0,FR2,1.0,Edwards,Feedr,Norm,1Fam,1.5Fin,0.4444444444444444,0.2222222222222222,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,0.5,0.25,PConc,0.5,0.5,0.0,0.0,0,0.0,0,658,658,GasA,0.5,1.0,SBrkr,658,526,0,1184,0,0,1,0,5,1,0.5,8,Typ,0,-1.0,-1,-1.0,-1.0,0,0,-1.0,-1.0,N,0,151,0,0,0,0,0,5,2006,WD,AdjLand,81000
387,388,80,RL,72.0,7200,Pave,1.0,Lvl,1.0,Inside,1.0,Edwards,Norm,Norm,1Fam,SLvl,0.5555555555555556,0.5555555555555556,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,0.5,0.5,CBlock,0.5,0.5,0.6666666666666666,0.8,631,0.0,0,410,1041,GasA,1.0,1.0,SBrkr,1125,0,0,1125,1,0,1,0,3,1,0.5,6,Typ,1,0.25,Detchd,1977.0,0.0,1,352,0.5,0.5,Y,296,0,0,0,0,0,0,10,2009,WD,Abnorml,125000
388,389,20,RL,93.0,9382,Pave,0.6666666666666666,Lvl,1.0,CulDSac,1.0,CollgCr,Norm,Norm,1Fam,1Story,0.6666666666666666,0.4444444444444444,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,0.75,0.5,PConc,0.75,0.5,0.0,0.0,0,0.0,0,1468,1468,GasA,1.0,1.0,SBrkr,1479,0,0,1479,0,0,2,0,3,1,0.75,6,Typ,0,-1.0,Attchd,1999.0,0.5,2,577,0.5,0.5,Y,120,25,0,0,0,0,0,7,2008,WD,Normal,191000
389,390,60,RL,96.0,12474,Pave,1.0,Lvl,1.0,Inside,1.0,NridgHt,Norm,Norm,1Fam,2Story,1.0,0.4444444444444444,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,1.0,0.5,PConc,1.0,0.5,0.6666666666666666,1.0,1280,0.0,0,402,1682,GasA,1.0,1.0,SBrkr,1742,590,0,2332,1,0,2,1,3,1,1.0,9,Typ,1,1.0,BuiltIn,2008.0,1.0,3,846,0.5,0.5,Y,196,134,0,0,0,0,0,8,2008,New,Partial,426000
390,391,50,RL,50.0,8405,Pave,1.0,Lvl,1.0,Inside,1.0,Edwards,Norm,Norm,1Fam,1.5Fin,0.4444444444444444,0.7777777777777778,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.5,0.5,BrkTil,0.5,0.75,0.0,0.4,241,0.6,391,229,861,GasA,1.0,1.0,SBrkr,961,406,0,1367,1,0,1,0,4,1,0.5,7,Typ,0,-1.0,Detchd,1978.0,0.0,1,384,0.5,0.5,Y,0,130,112,0,0,0,0,4,2008,WD,Normal,119000
391,392,60,RL,71.0,12209,Pave,0.6666666666666666,Lvl,1.0,CulDSac,1.0,Mitchel,Norm,Norm,1Fam,2Story,0.5555555555555556,0.4444444444444444,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,0.5,0.5,PConc,1.0,0.5,0.0,0.8,690,0.0,0,114,804,GasA,1.0,1.0,SBrkr,804,1157,0,1961,1,0,2,1,3,1,0.75,7,Typ,1,0.5,BuiltIn,2001.0,1.0,2,560,0.5,0.5,Y,125,192,0,0,0,0,0,6,2009,WD,Normal,215000
392,393,20,RL,69.0,8339,Pave,0.6666666666666666,Lvl,1.0,Inside,1.0,NAmes,Norm,Norm,1Fam,1Story,0.4444444444444444,0.6666666666666666,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,0.5,0.5,Slab,-1.0,-1.0,-1.0,-1.0,0,-1.0,0,0,0,GasA,0.5,1.0,SBrkr,882,0,0,882,0,0,1,0,3,1,0.5,5,Typ,0,-1.0,Attchd,1959.0,0.5,1,294,0.5,0.5,Y,0,0,0,0,0,0,1200,7,2007,WD,Normal,106500
393,394,30,RL,69.0,7446,Pave,1.0,Lvl,1.0,Corner,1.0,BrkSide,Feedr,Norm,1Fam,1Story,0.3333333333333333,0.4444444444444444,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,0.5,0.5,CBlock,0.5,0.5,0.0,0.4,266,0.0,0,522,788,GasA,0.5,1.0,FuseA,788,0,0,788,0,0,1,0,2,1,0.5,4,Typ,2,0.5,-1,-1.0,-1.0,0,0,-1.0,-1.0,Y,0,0,0,0,0,0,0,4,2006,WD,Abnorml,100000
